OrderID,Year,Month,Region,Product,Category,Quantity,UnitPrice,Sales,CustomerRating
167,2024,11,South,Tablet,Mobile,4,200,800,1
168,2024,8,North,Camera,Electronics,11,50,550,5
169,2022,5,East,Tablet,Mobile,12,150,1800,4
170,2024,9,Central,Phone,Mobile,4,150,600,3
171,2024,12,East,Phone,Mobile,5,1000,5000,1
172,2023,11,West,Headphones,Accessories,2,150,300,5
173,2022,5,Central,Tablet,Mobile,2,800,1600,1
174,2025,11,East,Headphones,Accessories,6,300,1800,1
175,2022,10,Central,Camera,Electronics,4,1000,4000,3
176,2025,12,East,Smartwatch,Accessories,4,100,400,4
177,2022,5,West,Laptop,Computers,3,50,150,1
178,2025,8,East,Laptop,Computers,4,150,600,5
179,2025,11,North,Headphones,Accessories,10,150,1500,4
180,2022,12,East,Smartwatch,Accessories,7,300,2100,2
181,2024,2,East,Headphones,Accessories,8,200,1600,5
182,2025,5,South,Camera,Electronics,6,50,300,1
183,2022,1,East,Headphones,Accessories,2,200,400,2
184,2022,9,South,Phone,Mobile,13,200,2600,5
185,2024,3,Central,Phone,Mobile,14,200,2800,1
186,2023,9,East,Tablet,Mobile,14,150,2100,2
187,2023,1,East,Laptop,Computers,11,50,550,2
188,2023,5,North,Smartwatch,Accessories,6,50,300,2
189,2022,8,West,Camera,Electronics,7,100,700,3
190,2025,9,South,Smartwatch,Accessories,10,100,1000,5
191,2025,11,North,Laptop,Computers,12,300,3600,1
192,2025,11,North,Headphones,Accessories,14,800,11200,4
193,2022,2,East,Camera,Electronics,15,1000,15000,5
194,2024,10,Central,Phone,Mobile,2,150,300,5
195,2024,8,Central,Camera,Electronics,6,800,4800,5
196,2023,7,West,Headphones,Accessories,2,100,200,2
197,2025,7,North,Headphones,Accessories,6,1000,6000,3
198,2024,3,West,Headphones,Accessories,6,300,1800,1
199,2022,7,North,Laptop,Computers,14,100,1400,3
200,2024,11,North,Phone,Mobile,9,50,450,4
201,2022,5,Central,Tablet,Mobile,14,800,11200,3
202,2023,11,West,Tablet,Mobile,2,200,400,2
203,2022,5,Central,Laptop,Computers,6,500,3000,2
204,2024,1,South,Headphones,Accessories,14,50,700,3
205,2024,6,North,Camera,Electronics,13,300,3900,2
206,2022,3,North,Phone,Mobile,10,800,8000,1
207,2025,7,West,Camera,Electronics,9,200,1800,3
208,2024,10,Central,Phone,Mobile,6,300,1800,1
209,2022,11,North,Laptop,Computers,3,150,450,3
210,2025,10,West,Headphones,Accessories,11,800,8800,4
211,2024,7,North,Tablet,Mobile,4,100,400,3
212,2024,1,South,Camera,Electronics,11,1000,11000,4
213,2023,5,South,Smartwatch,Accessories,1,50,50,2
214,2022,1,West,Tablet,Mobile,5,500,2500,4
215,2023,9,Central,Phone,Mobile,3,800,2400,3
216,2025,1,West,Laptop,Computers,7,50,350,1
217,2025,12,West,Tablet,Mobile,10,800,8000,3
218,2024,3,Central,Laptop,Computers,7,50,350,4
219,2022,7,North,Camera,Electronics,15,500,7500,2
220,2022,7,East,Headphones,Accessories,10,800,8000,3
221,2022,9,North,Phone,Mobile,6,150,900,5
222,2024,12,South,Smartwatch,Accessories,4,500,2000,2
223,2023,3,Central,Laptop,Computers,3,300,900,2
224,2025,8,Central,Camera,Electronics,2,150,300,5
225,2024,3,West,Headphones,Accessories,11,500,5500,1
226,2024,10,North,Headphones,Accessories,8,300,2400,3
227,2025,8,North,Smartwatch,Accessories,2,300,600,1
228,2022,11,North,Tablet,Mobile,14,300,4200,5
229,2025,10,Central,Smartwatch,Accessories,9,800,7200,1
230,2024,10,West,Headphones,Accessories,15,200,3000,5
231,2022,6,North,Phone,Mobile,1,1000,1000,5
232,2023,12,West,Camera,Electronics,3,50,150,4
233,2024,6,East,Smartwatch,Accessories,9,150,1350,4
234,2022,11,East,Headphones,Accessories,13,500,6500,1
235,2024,5,Central,Tablet,Mobile,2,800,1600,2
236,2024,5,West,Tablet,Mobile,2,150,300,2
237,2024,9,West,Smartwatch,Accessories,12,100,1200,3
238,2025,9,East,Phone,Mobile,11,100,1100,1
239,2023,6,West,Tablet,Mobile,5,150,750,2
240,2022,5,North,Phone,Mobile,3,150,450,5
241,2024,10,South,Smartwatch,Accessories,14,50,700,5
242,2023,12,Central,Headphones,Accessories,3,150,450,2
243,2025,6,South,Camera,Electronics,8,50,400,4
244,2023,9,South,Smartwatch,Accessories,5,1000,5000,3
245,2024,11,Central,Headphones,Accessories,15,200,3000,4
246,2025,9,Central,Headphones,Accessories,13,300,3900,4
247,2023,5,North,Phone,Mobile,14,200,2800,4
248,2022,5,North,Tablet,Mobile,9,100,900,2
249,2025,2,South,Tablet,Mobile,8,150,1200,4
250,2025,1,West,Tablet,Mobile,15,50,750,5
251,2022,6,South,Tablet,Mobile,4,800,3200,1
252,2024,3,South,Tablet,Mobile,15,100,1500,1
253,2023,12,West,Tablet,Mobile,15,1000,15000,4
254,2022,5,South,Smartwatch,Accessories,1,100,100,2
255,2022,5,South,Smartwatch,Accessories,12,800,9600,3
256,2025,11,Central,Laptop,Computers,1,200,200,4
257,2022,11,Central,Laptop,Computers,2,1000,2000,5
258,2024,7,North,Phone,Mobile,12,150,1800,5
259,2023,11,North,Tablet,Mobile,4,800,3200,5
260,2025,8,North,Tablet,Mobile,2,50,100,4
261,2024,2,East,Tablet,Mobile,5,50,250,2
262,2024,3,North,Camera,Electronics,11,100,1100,3
263,2025,12,West,Smartwatch,Accessories,6,150,900,2
264,2022,5,South,Phone,Mobile,2,1000,2000,1
265,2024,5,Central,Phone,Mobile,15,50,750,4
266,2022,11,South,Smartwatch,Accessories,8,300,2400,3
267,2024,5,North,Tablet,Mobile,14,50,700,3
268,2025,7,East,Headphones,Accessories,15,800,12000,2
269,2024,9,East,Headphones,Accessories,12,1000,12000,1
270,2025,10,South,Camera,Electronics,7,100,700,5
271,2022,6,East,Tablet,Mobile,6,100,600,3
272,2023,12,West,Headphones,Accessories,10,800,8000,3
273,2025,5,North,Headphones,Accessories,1,500,500,1
274,2024,9,South,Camera,Electronics,11,800,8800,1
275,2022,3,North,Phone,Mobile,14,1000,14000,2
276,2025,10,North,Camera,Electronics,6,500,3000,5
277,2024,6,West,Phone,Mobile,11,1000,11000,1
278,2025,6,East,Smartwatch,Accessories,3,500,1500,2
279,2025,9,West,Laptop,Computers,1,150,150,5
280,2025,4,Central,Laptop,Computers,5,300,1500,3
281,2023,2,South,Camera,Electronics,15,1000,15000,1
282,2022,11,East,Headphones,Accessories,3,1000,3000,3
283,2024,3,South,Camera,Electronics,2,300,600,3
284,2023,3,South,Smartwatch,Accessories,4,100,400,4
285,2025,9,South,Laptop,Computers,6,500,3000,5
286,2025,12,West,Laptop,Computers,2,300,600,5
287,2022,3,East,Headphones,Accessories,13,800,10400,1
288,2023,9,Central,Headphones,Accessories,8,500,4000,2
289,2022,9,South,Phone,Mobile,7,50,350,3
290,2023,6,Central,Phone,Mobile,3,500,1500,3
291,2024,3,East,Laptop,Computers,5,200,1000,5
292,2023,3,Central,Smartwatch,Accessories,2,150,300,5
293,2022,2,North,Tablet,Mobile,14,50,700,5
294,2025,10,North,Tablet,Mobile,11,200,2200,4
295,2024,8,South,Camera,Electronics,9,300,2700,4
296,2022,3,West,Tablet,Mobile,8,100,800,4
297,2024,10,South,Headphones,Accessories,8,200,1600,3
298,2025,3,East,Camera,Electronics,6,500,3000,5
299,2023,8,North,Smartwatch,Accessories,2,500,1000,3
300,2022,1,East,Headphones,Accessories,4,150,600,4
301,2023,6,Central,Smartwatch,Accessories,7,200,1400,3
302,2025,9,West,Phone,Mobile,13,150,1950,4
303,2022,7,Central,Tablet,Mobile,8,50,400,4
304,2022,1,East,Phone,Mobile,4,500,2000,4
305,2024,9,North,Smartwatch,Accessories,15,1000,15000,1
306,2024,7,East,Headphones,Accessories,3,300,900,1
307,2024,9,East,Headphones,Accessories,1,200,200,1
308,2024,10,Central,Headphones,Accessories,9,1000,9000,1
309,2024,6,Central,Phone,Mobile,2,800,1600,3
310,2022,1,North,Phone,Mobile,4,800,3200,2
311,2025,3,Central,Camera,Electronics,6,1000,6000,5
312,2023,7,Central,Phone,Mobile,6,500,3000,3
313,2024,8,North,Smartwatch,Accessories,6,1000,6000,3
314,2025,10,East,Tablet,Mobile,11,100,1100,1
315,2023,12,North,Smartwatch,Accessories,8,300,2400,5
316,2023,11,South,Headphones,Accessories,3,800,2400,1
317,2023,1,West,Smartwatch,Accessories,12,100,1200,3
318,2023,7,Central,Headphones,Accessories,3,800,2400,5
319,2023,9,South,Headphones,Accessories,14,50,700,5
320,2025,6,South,Tablet,Mobile,11,1000,11000,4
321,2024,10,West,Smartwatch,Accessories,6,500,3000,2
322,2023,5,East,Phone,Mobile,5,300,1500,2
323,2024,8,East,Camera,Electronics,12,1000,12000,5
324,2022,10,Central,Camera,Electronics,5,300,1500,4
325,2023,5,North,Headphones,Accessories,14,500,7000,3
326,2025,11,East,Camera,Electronics,2,500,1000,4
327,2024,3,North,Phone,Mobile,4,300,1200,5
328,2023,1,Central,Camera,Electronics,10,200,2000,2
329,2022,7,East,Camera,Electronics,4,50,200,4
330,2022,9,South,Laptop,Computers,11,150,1650,4
331,2025,11,South,Camera,Electronics,15,1000,15000,3
332,2022,11,Central,Tablet,Mobile,5,50,250,2
333,2023,7,South,Smartwatch,Accessories,12,50,600,1
334,2023,12,East,Headphones,Accessories,13,1000,13000,1
335,2024,5,West,Laptop,Computers,5,100,500,5
336,2025,5,South,Smartwatch,Accessories,8,150,1200,1
337,2024,12,South,Tablet,Mobile,3,1000,3000,1
338,2023,3,Central,Camera,Electronics,6,300,1800,4
339,2022,7,North,Headphones,Accessories,9,500,4500,2
340,2023,1,East,Phone,Mobile,8,500,4000,4
341,2024,5,Central,Phone,Mobile,8,300,2400,5
342,2023,1,North,Laptop,Computers,5,500,2500,4
343,2024,12,North,Tablet,Mobile,3,800,2400,3
344,2023,3,West,Tablet,Mobile,10,200,2000,2
345,2025,12,Central,Headphones,Accessories,12,500,6000,4
346,2023,11,Central,Smartwatch,Accessories,13,200,2600,1
347,2022,10,North,Smartwatch,Accessories,8,500,4000,1
348,2023,3,East,Smartwatch,Accessories,15,200,3000,5
349,2025,2,Central,Headphones,Accessories,2,200,400,4
350,2025,8,Central,Laptop,Computers,8,150,1200,1
351,2022,7,East,Smartwatch,Accessories,8,300,2400,1
352,2022,7,East,Camera,Electronics,4,100,400,1
353,2025,1,East,Smartwatch,Accessories,1,100,100,4
354,2025,6,West,Phone,Mobile,13,150,1950,4
355,2023,11,East,Headphones,Accessories,7,100,700,1
356,2023,12,South,Phone,Mobile,9,800,7200,1
357,2025,9,West,Laptop,Computers,5,1000,5000,2
358,2023,5,South,Phone,Mobile,8,500,4000,1
359,2022,4,South,Laptop,Computers,13,800,10400,1
360,2025,10,North,Laptop,Computers,10,50,500,2
361,2025,4,Central,Camera,Electronics,1,800,800,2
362,2023,12,Central,Laptop,Computers,3,300,900,3
363,2023,5,South,Smartwatch,Accessories,10,500,5000,5
364,2024,1,Central,Phone,Mobile,7,300,2100,5
365,2025,9,West,Camera,Electronics,15,150,2250,1
366,2024,12,West,Tablet,Mobile,11,800,8800,4
367,2023,9,West,Phone,Mobile,5,800,4000,2
368,2025,1,Central,Phone,Mobile,5,150,750,4
369,2025,4,East,Headphones,Accessories,9,150,1350,2
370,2025,6,North,Tablet,Mobile,11,100,1100,5
371,2022,5,West,Camera,Electronics,14,200,2800,5
372,2023,10,Central,Smartwatch,Accessories,1,100,100,2
373,2024,1,South,Headphones,Accessories,4,500,2000,2
374,2023,12,Central,Camera,Electronics,2,1000,2000,2
375,2024,5,West,Headphones,Accessories,15,200,3000,4
376,2024,5,East,Smartwatch,Accessories,11,500,5500,5
377,2025,6,South,Headphones,Accessories,8,100,800,3
378,2023,12,South,Tablet,Mobile,7,50,350,1
379,2024,3,South,Tablet,Mobile,9,800,7200,3
380,2025,9,East,Phone,Mobile,7,200,1400,3
381,2025,3,East,Headphones,Accessories,12,1000,12000,2
382,2023,9,North,Phone,Mobile,12,1000,12000,5
383,2022,1,West,Laptop,Computers,14,100,1400,2
384,2023,1,South,Camera,Electronics,4,100,400,5
385,2025,11,West,Headphones,Accessories,6,50,300,1
386,2022,1,Central,Laptop,Computers,9,800,7200,3
387,2025,3,North,Smartwatch,Accessories,5,50,250,1
388,2023,10,Central,Smartwatch,Accessories,3,200,600,3
389,2022,6,West,Tablet,Mobile,5,800,4000,4
390,2024,11,North,Smartwatch,Accessories,4,200,800,1
391,2025,9,West,Laptop,Computers,7,800,5600,1
392,2022,8,West,Camera,Electronics,1,150,150,3
393,2022,4,South,Smartwatch,Accessories,14,100,1400,5
394,2022,11,East,Headphones,Accessories,5,50,250,5
395,2023,6,North,Smartwatch,Accessories,11,50,550,2
396,2022,5,South,Smartwatch,Accessories,3,800,2400,5
397,2024,7,South,Phone,Mobile,10,800,8000,1
398,2022,2,West,Smartwatch,Accessories,12,500,6000,2
399,2024,1,East,Laptop,Computers,6,800,4800,4
400,2025,7,South,Headphones,Accessories,4,500,2000,5
401,2024,4,North,Camera,Electronics,7,100,700,1
402,2023,12,West,Tablet,Mobile,3,800,2400,3
403,2022,5,West,Tablet,Mobile,2,100,200,3
404,2022,3,West,Tablet,Mobile,2,150,300,4
405,2022,1,North,Smartwatch,Accessories,9,800,7200,3
406,2025,1,East,Smartwatch,Accessories,2,500,1000,4
407,2023,10,Central,Headphones,Accessories,13,100,1300,2
408,2023,5,East,Camera,Electronics,7,150,1050,3
409,2023,7,East,Headphones,Accessories,3,100,300,4
410,2024,5,South,Tablet,Mobile,8,100,800,4
411,2025,2,South,Smartwatch,Accessories,10,200,2000,3
412,2025,6,West,Laptop,Computers,7,500,3500,3
413,2024,6,Central,Headphones,Accessories,14,150,2100,2
414,2025,6,East,Headphones,Accessories,6,150,900,4
415,2024,7,East,Smartwatch,Accessories,13,200,2600,4
416,2023,11,Central,Tablet,Mobile,2,200,400,1
417,2025,5,North,Camera,Electronics,8,200,1600,4
418,2024,4,East,Camera,Electronics,8,150,1200,2
419,2022,8,Central,Camera,Electronics,7,800,5600,4
420,2022,6,Central,Smartwatch,Accessories,7,800,5600,5
421,2022,4,East,Camera,Electronics,15,100,1500,2
422,2025,6,West,Camera,Electronics,10,50,500,1
423,2023,9,Central,Laptop,Computers,2,300,600,5
424,2025,6,West,Smartwatch,Accessories,12,200,2400,4
425,2024,1,West,Camera,Electronics,10,150,1500,1
426,2022,12,South,Tablet,Mobile,7,100,700,3
427,2023,9,West,Tablet,Mobile,6,1000,6000,3
428,2025,6,North,Headphones,Accessories,2,1000,2000,3
429,2022,6,North,Laptop,Computers,13,100,1300,2
430,2023,6,Central,Camera,Electronics,4,150,600,4
431,2023,3,West,Headphones,Accessories,4,800,3200,4
432,2025,10,West,Laptop,Computers,12,200,2400,4
433,2023,5,North,Laptop,Computers,12,200,2400,5
434,2024,6,South,Laptop,Computers,13,150,1950,4
435,2024,10,West,Laptop,Computers,5,1000,5000,5
436,2024,6,West,Headphones,Accessories,10,100,1000,5
437,2022,11,South,Phone,Mobile,14,300,4200,3
438,2022,3,East,Laptop,Computers,4,300,1200,2
439,2023,10,West,Smartwatch,Accessories,7,800,5600,4
440,2023,8,East,Phone,Mobile,8,150,1200,2
441,2022,6,North,Phone,Mobile,6,1000,6000,4
442,2025,7,West,Phone,Mobile,4,800,3200,4
443,2025,3,North,Camera,Electronics,14,1000,14000,5
444,2024,1,East,Laptop,Computers,13,200,2600,2
445,2025,10,West,Smartwatch,Accessories,5,150,750,5
446,2024,9,East,Smartwatch,Accessories,2,100,200,5
447,2023,7,North,Laptop,Computers,13,1000,13000,2
448,2025,5,East,Tablet,Mobile,14,50,700,1
449,2023,4,Central,Headphones,Accessories,14,100,1400,3
450,2023,10,South,Camera,Electronics,10,800,8000,2
451,2024,9,East,Phone,Mobile,13,50,650,5
452,2024,5,Central,Smartwatch,Accessories,3,500,1500,3
453,2023,7,North,Smartwatch,Accessories,15,100,1500,3
454,2023,3,East,Camera,Electronics,3,150,450,2
455,2023,10,East,Camera,Electronics,7,1000,7000,4
456,2022,7,Central,Headphones,Accessories,8,100,800,3
457,2025,8,East,Camera,Electronics,15,500,7500,5
458,2025,11,East,Laptop,Computers,14,100,1400,1
459,2025,4,West,Smartwatch,Accessories,7,200,1400,3
460,2024,9,Central,Tablet,Mobile,14,300,4200,2
461,2024,11,North,Smartwatch,Accessories,14,1000,14000,1
462,2022,2,South,Laptop,Computers,11,1000,11000,4
463,2023,12,South,Headphones,Accessories,1,800,800,3
464,2022,11,East,Phone,Mobile,14,300,4200,3
465,2022,7,East,Laptop,Computers,6,150,900,2
466,2022,1,South,Headphones,Accessories,11,100,1100,4
467,2025,1,North,Laptop,Computers,3,200,600,3
468,2023,8,North,Laptop,Computers,14,800,11200,2
469,2022,6,East,Headphones,Accessories,2,100,200,3
470,2023,2,Central,Phone,Mobile,7,150,1050,5
471,2025,6,South,Laptop,Computers,10,150,1500,2
472,2023,2,North,Headphones,Accessories,10,1000,10000,2
473,2024,7,East,Laptop,Computers,10,800,8000,2
474,2023,9,Central,Phone,Mobile,5,100,500,5
475,2022,11,East,Camera,Electronics,10,300,3000,2
476,2025,5,North,Smartwatch,Accessories,10,200,2000,2
477,2023,8,Central,Headphones,Accessories,7,100,700,1
478,2024,6,South,Smartwatch,Accessories,15,50,750,4
479,2023,8,North,Smartwatch,Accessories,7,500,3500,1
480,2024,4,North,Smartwatch,Accessories,2,50,100,1
481,2025,7,West,Headphones,Accessories,9,300,2700,1
482,2024,2,East,Camera,Electronics,9,150,1350,1
483,2023,9,East,Smartwatch,Accessories,15,200,3000,4
484,2024,12,West,Smartwatch,Accessories,11,100,1100,2
485,2025,2,West,Laptop,Computers,4,100,400,5
486,2023,2,North,Smartwatch,Accessories,1,300,300,2
487,2025,6,Central,Camera,Electronics,1,150,150,5
488,2024,3,East,Camera,Electronics,5,150,750,1
489,2024,9,North,Laptop,Computers,6,800,4800,3
490,2025,8,Central,Camera,Electronics,10,100,1000,3
491,2024,3,East,Laptop,Computers,8,150,1200,1
492,2023,12,Central,Smartwatch,Accessories,11,100,1100,1
493,2023,1,West,Laptop,Computers,14,50,700,3
494,2023,1,Central,Headphones,Accessories,15,150,2250,4
495,2025,12,East,Phone,Mobile,6,200,1200,3
496,2022,9,North,Laptop,Computers,10,500,5000,2
497,2025,2,West,Phone,Mobile,13,50,650,3
498,2025,1,East,Tablet,Mobile,6,100,600,2
499,2023,8,East,Tablet,Mobile,10,300,3000,5
500,2023,3,North,Headphones,Accessories,13,200,2600,4
